"Core Project Number","Affiliation","Pub Year","Authors","Country","ISSN","Journal Issue","Journal (Link to PubMed abstract)","Journal Title ABBR","Journal Volume","Language","Page Number","PMC ID","PMID","PUB Date","Title (Link to full-text in PubMed Central)","Related Publications in PubMed","Related Publications in Google Scholar","Articles Citing from PubMed Central","Articles Citing from Google Scholar","Relative Citation Ratio",
"K08MH117452","New York State Psychiatric Institute, New York, New York; Department of Psychiatry, Columbia University Irving Medical Center, New York, New York.","2023","Lugo-Candelas, Claudia; Talati, Ardesheer; Glickman, Caila; Hernandez, Mariely; Scorza, Pamela; Monk, Catherine; Kubo, Ai; Wei, Chiaying; Sourander, Andre; Duarte, Cristiane S","United States","1873-2402","10","<a href='https://pubmed.ncbi.nlm.nih.gov/36754341'>Biological psychiatry</a>","Biol Psychiatry","93","eng","934-941","10512172","36754341","2023 May 15","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10512172'>Maternal Mental Health and Offspring Brain Development: An Umbrella Review of Prenatal Interventions.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36754341&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10512172/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36754341'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10512172/'>Cited By, Google</a>"," ",
"R01MH124880","Nash Family Department of Neuroscience and Friedman Brain Institute, Icahn School of Medicine at Mount Sinai, One Gustave L. Levy Place, New York, NY 10029.","2023","Zeisler, Zachary R; London, Liza; Janssen, William G; Fredericks, J Megan; Elorette, Catherine; Fujimoto, Atsushi; Zhan, Huiqing; Russ, Brian E; Clem, Roger L; Hof, Patrick R; Stoll, Frederic M; Rudebeck, Peter H","United States"," "," ","<a href='https://pubmed.ncbi.nlm.nih.gov/36711708'>bioRxiv : the preprint server for biology</a>","bioRxiv"," ","eng"," ","9882200","36711708","2023 Feb 20","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9882200'>High-throughput sequencing of macaque basolateral amygdala projections reveals dissociable connectional motifs with frontal cortex.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36711708&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9882200/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36711708'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9882200/'>Cited By, Google</a>"," ",
"R01MH104536","The Picower Institute for Learning and Memory, Department of Biology and Department of Brain and Cognitive Sciences, Massachusetts Institute of Technology, Cambridge, Massachusetts, 02139.","2023","Jetti, Suresh K; Crane, Andrés B; Akbergenova, Yulia; Aponte-Santiago, Nicole A; Cunningham, Karen L; Whittaker, Charles A; Littleton, J Troy","United States"," "," ","<a href='https://pubmed.ncbi.nlm.nih.gov/36711745'>bioRxiv : the preprint server for biology</a>","bioRxiv"," ","eng"," ","9882338","36711745","2023 Jan 19","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9882338'>Molecular Logic of Synaptic Diversity Between Drosophila Tonic and Phasic Motoneurons.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36711745&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9882338/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36711745'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9882338/'>Cited By, Google</a>",1.5
"UH3MH120095","Division of Biology and Biological Engineering, California Institute of Technology, Pasadena, CA, 91125, USA.","2023","Chen, Xinhong; Wolfe, Damien A; Bindu, Dhanesh Sivadasan; Zhang, Mengying; Taskin, Naz; Goertsen, David; Shay, Timothy F; Sullivan, Erin; Huang, Sheng-Fu; Kumar, Sripriya Ravindra; Arokiaraj, Cynthia M; Plattner, Viktor; Campos, Lillian J; Mich, John; Monet, Deja; Ngo, Victoria; Ding, Xiaozhe; Omstead, Victoria; Weed, Natalie; Bishaw, Yeme; Gore, Bryan; Lein, Ed S; Akrami, Athena; Miller, Cory; Levi, Boaz P; Keller, Annika; Ting, Jonathan T; Fox, Andrew S; Eroglu, Cagla; Gradinaru, Viviana","United States","2692-8205"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/36711773'>bioRxiv : the preprint server for biology</a>","bioRxiv"," ","eng"," ","9882234","36711773","2023 Jan 13","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9882234'>Functional gene delivery to and across brain vasculature of systemic AAVs with endothelial-specific tropism in rodents and broad tropism in primates.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36711773&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9882234/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36711773'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9882234/'>Cited By, Google</a>"," ",
"R01MH123661"," ","2023","Chen, Cathy S; Mueller, Dana; Knep, Evan; Ebitz, R Becket; Grissom, Nicola M","United States","2692-8205"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/36711959'>bioRxiv : the preprint server for biology</a>","bioRxiv"," ","eng"," ","9881999","36711959","2023 Jun 28","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9881999'>Dopamine and norepinephrine differentially mediate the exploration-exploitation tradeoff.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36711959&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9881999/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36711959'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9881999/'>Cited By, Google</a>"," ",
"R01MH116869","Department of Psychiatry and Behavioral Neurobiology, University of Alabama at Birmingham Heersink School of Medicine, Birmingham, AL 35233, USA.","2023","Kin, Kyohei; Francis-Oliveira, Jose; Kano, Shin-Ichi; Niwa, Minae","United States"," "," ","<a href='https://pubmed.ncbi.nlm.nih.gov/36711960'>bioRxiv : the preprint server for biology</a>","bioRxiv"," ","eng"," ","9881883","36711960","2023 Apr 05","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9881883'>Adolescent stress impairs postpartum social behavior via anterior insula-prelimbic pathway.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36711960&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9881883/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36711960'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9881883/'>Cited By, Google</a>"," ",
"R21MH128708","Department of Psychiatry and Behavioral Neurobiology, University of Alabama at Birmingham Heersink School of Medicine, Birmingham, AL 35233, USA.","2023","Kin, Kyohei; Francis-Oliveira, Jose; Kano, Shin-Ichi; Niwa, Minae","United States"," "," ","<a href='https://pubmed.ncbi.nlm.nih.gov/36711960'>bioRxiv : the preprint server for biology</a>","bioRxiv"," ","eng"," ","9881883","36711960","2023 Apr 05","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9881883'>Adolescent stress impairs postpartum social behavior via anterior insula-prelimbic pathway.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36711960&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9881883/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36711960'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9881883/'>Cited By, Google</a>"," ",
"R15MH125332","Department of Biomedical Engineering, New Jersey Institute of Technology, Newark, NJ, US.","2023","Chen, Donna Y; Di, Xin; Biswal, Bharat","United States"," "," ","<a href='https://pubmed.ncbi.nlm.nih.gov/36712029'>bioRxiv : the preprint server for biology</a>","bioRxiv"," ","eng"," ","9881997","36712029","2023 Jul 06","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9881997'>Cerebrovascular reactivity increases across development in multiple networks as revealed by a breath-holding task: a longitudinal fMRI study.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36712029&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9881997/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36712029'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9881997/'>Cited By, Google</a>"," ",
"R01MH125528","Department of Neuroscience and Mahoney Institute for Neurosciences, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania.","2023","Zhang, Zhijian; Wang, Xin; Park, Sean; Song, Hongjun; Ming, Guo-Li","United States","1873-2402","7","<a href='https://pubmed.ncbi.nlm.nih.gov/36759261'>Biological psychiatry</a>","Biol Psychiatry","93","eng","594-605","9998354","36759261","2023 Apr 01","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9998354'>Development and Application of Brain Region-Specific Organoids for Investigating Psychiatric Disorders.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36759261&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9998354/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36759261'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9998354/'>Cited By, Google</a>",2.53
"DP2MH129988"," ","2023","Zhang, Tingxin; Bae, Han-Gyu; Bhambri, Aksheev; Zhang, Yihe; Barbosa, Daniela; Xue, Jumin; Wazir, Sabeen; Mulinyawe, Sara B; Kim, Jun Hee; Sun, Lu O","United States"," "," ","<a href='https://pubmed.ncbi.nlm.nih.gov/36712125'>bioRxiv : the preprint server for biology</a>","bioRxiv"," ","eng"," ","9881874","36712125","2023 Jan 02","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9881874'>Autophagy collaborates with apoptosis pathways to control myelination specificity and function.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36712125&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9881874/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36712125'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9881874/'>Cited By, Google</a>"," ",
"K23MH125078","Department of Psychiatry, University of Rochester School of Medicine, Rochester, NY, USA.","2023","Silva, Caroline; Smith, Phillip N; Rogers, Megan; Joiner, Thomas E; Foote, Brad; Van Orden, Kimberly A","Canada","2151-2396","5","<a href='https://pubmed.ncbi.nlm.nih.gov/36762737'>Crisis</a>","Crisis","44","eng","406-414","10412729","36762737","2023 Sep","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10412729'>Clinically Significant Scores for Thwarted Belonging and Perceived Burden from the Interpersonal Needs Questionnaire (INQ-15).</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36762737&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10412729/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36762737'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10412729/'>Cited By, Google</a>"," ",
"T32MH020061","Department of Psychiatry, University of Rochester School of Medicine, Rochester, NY, USA.","2023","Silva, Caroline; Smith, Phillip N; Rogers, Megan; Joiner, Thomas E; Foote, Brad; Van Orden, Kimberly A","Canada","2151-2396","5","<a href='https://pubmed.ncbi.nlm.nih.gov/36762737'>Crisis</a>","Crisis","44","eng","406-414","10412729","36762737","2023 Sep","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10412729'>Clinically Significant Scores for Thwarted Belonging and Perceived Burden from the Interpersonal Needs Questionnaire (INQ-15).</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36762737&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10412729/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36762737'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10412729/'>Cited By, Google</a>"," ",
"R01MH130448","Institute for Behavioral Genetics, University of Colorado Boulder, Boulder, Colorado; Department of Psychology and Neuroscience, University of Colorado Boulder, Boulder, Colorado; Department of Psychiatry, University of Washington St. Louis Medical School, St. Louis, Missouri.","2023","Hatoum, Alexander S; Morrison, Claire L; Mitchell, Evann C; Lam, Max; Benca-Bachman, Chelsie E; Reineberg, Andrew E; Palmer, Rohan H C; Evans, Luke M; Keller, Matthew C; Friedman, Naomi P","United States","1873-2402","1","<a href='https://pubmed.ncbi.nlm.nih.gov/36150907'>Biological psychiatry</a>","Biol Psychiatry","93","eng","59-70","9722603","36150907","2023 Jan 01","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9722603'>Genome-wide Association Study Shows That Executive Functioning Is Influenced by GABAergic Processes and Is a Neurocognitive Genetic Correlate of Psychiatric Disorders.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36150907&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9722603/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36150907'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9722603/'>Cited By, Google</a>",9.57
"R01MH124655","Division of Child and Adolescent Psychiatry, Department of Psychiatry and Behavioral Sciences, Vanderbilt University Medical Center at Village of Vanderbilt, 1500 21st Avenue South, Suite 2200, Nashville, TN, 37212, USA. Joshua.R.Smith@vumc.org.","2023","Smith, Joshua R; DiSalvo, Maura; Green, Allison; Ceranoglu, Tolga Atilla; Anteraper, Sheeba Arnold; Croarkin, Paul; Joshi, Gagan","United States","1573-6660","4","<a href='https://pubmed.ncbi.nlm.nih.gov/36161554'>Neuropsychology review</a>","Neuropsychol Rev","33","eng","834-855","10039963","36161554","2023 Dec","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10039963'>Treatment Response of Transcranial Magnetic Stimulation in Intellectually Capable Youth and Young Adults with Autism Spectrum Disorder: A Systematic Review and Meta-Analysis.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36161554&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10039963/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36161554'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10039963/'>Cited By, Google</a>",4.66
"K01MH125073"," ","2023","Clark, Kirsty A; Sexton, Joseph F; McKay, Tara","England","1543-6136","4","<a href='https://pubmed.ncbi.nlm.nih.gov/36165026'>Archives of suicide research : official journal of the International Academy for Suicide Research</a>","Arch Suicide Res","27","eng","1363-1372","10040471","36165026","2023","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10040471'>Association of Sexual Orientation with Exposure to Suicide and Related Emotional Distress among US Adults.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36165026&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10040471/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36165026'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10040471/'>Cited By, Google</a>"," ",
"T32MH082761","Department of Psychiatry & Behavioral Sciences, University of Minnesota Medical School, Minneapolis, MN, USA; Division of Epidemiology & Community Health, University of Minnesota School of Public Health, Minneapolis, MN, USA; Sanford Center for Biobehavioral Research, Fargo, ND, USA. Electronic address: viviennehazzard@gmail.com.","2023","Hazzard, Vivienne M; Loth, Katie A; Crosby, Ross D; Wonderlich, Stephen A; Engel, Scott G; Larson, Nicole; Neumark-Sztainer, Dianne","England","1095-8304"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/36167172'>Appetite</a>","Appetite","180","eng","106316","9808920","36167172","2023 Jan 01","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9808920'>Relative food abundance predicts greater binge-eating symptoms in subsequent hours among young adults experiencing food insecurity: Support for the 'feast-or-famine' cycle hypothesis from an ecological momentary assessment study.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36167172&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9808920/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36167172'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9808920/'>Cited By, Google</a>",3.86
"T32MH112507","Center for Mind and Brain, University of California, Davis, 267 Cousteau Pl, Davis, CA, 95616, USA. seduarte@ucdavis.edu.","2023","Duarte, Shea E; Ghetti, Simona; Geng, Joy J","United States","1531-5320","2","<a href='https://pubmed.ncbi.nlm.nih.gov/36167915'>Psychonomic bulletin & review</a>","Psychon Bull Rev","30","eng","652-665","10040470","36167915","2023 Apr","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10040470'>Object memory is multisensory: Task-irrelevant sounds improve recollection.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36167915&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10040470/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36167915'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10040470/'>Cited By, Google</a>",3.01
"R01MH084840","Department of Cognitive, Linguistic, and Psychological Sciences, Brown University, Providence, RI, USA. peter_hitchcock@brown.edu.","2023","Hitchcock, Peter F; Britton, Willoughby B; Mehta, Kahini P; Frank, Michael J","United States","1531-135X","1","<a href='https://pubmed.ncbi.nlm.nih.gov/36168080'>Cognitive, affective & behavioral neuroscience</a>","Cogn Affect Behav Neurosci","23","eng","171-189","9931629","36168080","2023 Feb","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9931629'>Self-judgment dissected: A computational modeling analysis of self-referential processing and its relationship to trait mindfulness facets and depression symptoms.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36168080&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9931629/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36168080'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9931629/'>Cited By, Google</a>"," ",
"R01MH084840","Department of Psychological &amp; Brain Sciences, Washington University in St. Louis, St. Louis, MO, USA. dbarch@wustl.edu.","2023","Barch, Deanna M; Boudewyn, Megan Ann; Carter, Cameron C; Erickson, Molly; Frank, Michael J; Gold, James M; Luck, Steven J; MacDonald 3rd, Angus W; Ragland, J Daniel; Ranganath, Charan; Silverstein, Steven M; Yonelinas, Andy","Germany","1866-3370"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/36173600'>Current topics in behavioral neurosciences</a>","Curr Top Behav Neurosci","63","eng","19-60"," ","36173600","2023","Cognitive [Computational] Neuroscience Test Reliability and Clinical Applications for Serious Mental Illness (CNTRaCS) Consortium: Progress and Future Directions.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=36173600&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Cognitive [Computational] Neuroscience Test Reliability and Clinical Applications for Serious Mental Illness (CNTRaCS) Consortium: Progress and Future Directions.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=36173600'>Cited By, PMID</a>"," "," ",
