"Core Project Number","Affiliation","Pub Year","Authors","Country","ISSN","Journal Issue","Journal (Link to PubMed abstract)","Journal Title ABBR","Journal Volume","Language","Page Number","PMC ID","PMID","PUB Date","Title (Link to full-text in PubMed Central)","Related Publications in PubMed","Related Publications in Google Scholar","Articles Citing from PubMed Central","Articles Citing from Google Scholar","Relative Citation Ratio",
"U01MH116489","Department of Psychiatry, SUNY Upstate Medical University, Syracuse, NY, USA.","2024","Dai, Rujia; Zhang, Ming; Chu, Tianyao; Kopp, Richard; Zhang, Chunling; Liu, Kefu; Wang, Yue; Wang, Xusheng; Chen, Chao; Liu, Chunyu","United States","2692-8205"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38659857'>bioRxiv : the preprint server for biology</a>","bioRxiv"," ","eng"," ","11042208","38659857","2024 Apr 15","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11042208'>Precision and Accuracy of Single-Cell/Nuclei RNA Sequencing Data.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38659857&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11042208/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38659857'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11042208/'>Cited By, Google</a>"," ",
"P30MH062512","HIV Neurobehavioral Research Program, University of California San Diego, San Diego, California, USA.","2024","Marquine, María J; Kamalyan, Lily; Zlatar, Zvinka Z; Yassai-Gonzalez, David; Perez-Tejada, Alán; Umlauf, Anya; Al-Rousan, Tala; González, Verónica; Breton, Jordana; Guareña, Lesley A; Brody, Lilla; Cherner, Mariana; Ellis, Ronald J; Zúñiga, Maria Luisa; Mungas, Dan M; Moore, Raeanne C; Moore, David J; Wojna, Valerie; Hall, Rasheeda K; Franklin Jr, Donald R; Heaton, Robert K","United States","1557-7449","5","<a href='https://pubmed.ncbi.nlm.nih.gov/38662469'>AIDS patient care and STDs</a>","AIDS Patient Care STDS","38","eng","195-205","11301713","38662469","2024 May","Disparities in Metabolic Syndrome and Neurocognitive Function Among Older Hispanics/Latinos with Human Immunodeficiency Virus.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38662469&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11301713/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38662469'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11301713/'>Cited By, Google</a>"," ",
"K01MH125142","Carolina Population Center, University of North Carolina, Chapel Hill, United States of America. Electronic address: allisonfrost@unc.edu.","2024","Frost, Allison; Hagaman, Ashley; Bibi, Amina; Bhalotra, Sonia; Chung, Esther O; Haight, Sarah C; Sikander, Siham; Maselko, Joanna","Netherlands","1573-2517"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38663557'>Journal of affective disorders</a>","J Affect Disord","356","eng","715-721","11103589","38663557","2024 Jul 01","Childhood parental bonding and depression in adulthood: A study of mothers in rural Pakistan.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38663557&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11103589/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38663557'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11103589/'>Cited By, Google</a>"," ",
"R21MH129902","Department of Psychology, Northeastern University, Boston, Massachusetts 02115.","2024","Fischbach, Alexandra K; Satpute, Ajay B; Quigley, Karen; Kragel, Philip A; Chen, Danlei; Bianciardi, Marta; Wald, Larry; Wager, Tor D; Choi, Ji-Kyung; Zhang, Jiahe; Barrett, Lisa Feldman; Theriault, Jordan E","United States","1529-2401","26","<a href='https://pubmed.ncbi.nlm.nih.gov/38664013'>The Journal of neuroscience : the official journal of the Society for Neuroscience</a>","J Neurosci","44","eng"," ","11211719","38664013","2024 Jun 26","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11211719'>Seven Tesla Evidence for Columnar and Rostral-Caudal Organization of the Human Periaqueductal Gray Response in the Absence of Threat: A Working Memory Study.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38664013&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11211719/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38664013'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11211719/'>Cited By, Google</a>"," ",
"R01MH112847","Penn Lifespan Informatics and Neuroimaging Center (PennLINC), Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, 19104, USA.","2024","Luo, Audrey C; Sydnor, Valerie J; Pines, Adam; Larsen, Bart; Alexander-Bloch, Aaron F; Cieslak, Matthew; Covitz, Sydney; Chen, Andrew A; Esper, Nathalia Bianchini; Feczko, Eric; Franco, Alexandre R; Gur, Raquel E; Gur, Ruben C; Houghton, Audrey; Hu, Fengling; Keller, Arielle S; Kiar, Gregory; Mehta, Kahini; Salum, Giovanni A; Tapera, Tinashe; Xu, Ting; Zhao, Chenying; Salo, Taylor; Fair, Damien A; Shinohara, Russell T; Milham, Michael P; Satterthwaite, Theodore D","England","2041-1723","1","<a href='https://pubmed.ncbi.nlm.nih.gov/38664387'>Nature communications</a>","Nat Commun","15","eng","3511","11045762","38664387","2024 Apr 25","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11045762'>Functional connectivity development along the sensorimotor-association axis enhances the cortical hierarchy.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38664387&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11045762/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38664387'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11045762/'>Cited By, Google</a>"," ",
"R01MH113550","Penn Lifespan Informatics and Neuroimaging Center (PennLINC), Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, 19104, USA.","2024","Luo, Audrey C; Sydnor, Valerie J; Pines, Adam; Larsen, Bart; Alexander-Bloch, Aaron F; Cieslak, Matthew; Covitz, Sydney; Chen, Andrew A; Esper, Nathalia Bianchini; Feczko, Eric; Franco, Alexandre R; Gur, Raquel E; Gur, Ruben C; Houghton, Audrey; Hu, Fengling; Keller, Arielle S; Kiar, Gregory; Mehta, Kahini; Salum, Giovanni A; Tapera, Tinashe; Xu, Ting; Zhao, Chenying; Salo, Taylor; Fair, Damien A; Shinohara, Russell T; Milham, Michael P; Satterthwaite, Theodore D","England","2041-1723","1","<a href='https://pubmed.ncbi.nlm.nih.gov/38664387'>Nature communications</a>","Nat Commun","15","eng","3511","11045762","38664387","2024 Apr 25","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11045762'>Functional connectivity development along the sensorimotor-association axis enhances the cortical hierarchy.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38664387&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11045762/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38664387'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11045762/'>Cited By, Google</a>"," ",
"R01MH123563","Penn Lifespan Informatics and Neuroimaging Center (PennLINC), Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, 19104, USA.","2024","Luo, Audrey C; Sydnor, Valerie J; Pines, Adam; Larsen, Bart; Alexander-Bloch, Aaron F; Cieslak, Matthew; Covitz, Sydney; Chen, Andrew A; Esper, Nathalia Bianchini; Feczko, Eric; Franco, Alexandre R; Gur, Raquel E; Gur, Ruben C; Houghton, Audrey; Hu, Fengling; Keller, Arielle S; Kiar, Gregory; Mehta, Kahini; Salum, Giovanni A; Tapera, Tinashe; Xu, Ting; Zhao, Chenying; Salo, Taylor; Fair, Damien A; Shinohara, Russell T; Milham, Michael P; Satterthwaite, Theodore D","England","2041-1723","1","<a href='https://pubmed.ncbi.nlm.nih.gov/38664387'>Nature communications</a>","Nat Commun","15","eng","3511","11045762","38664387","2024 Apr 25","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11045762'>Functional connectivity development along the sensorimotor-association axis enhances the cortical hierarchy.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38664387&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11045762/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38664387'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11045762/'>Cited By, Google</a>"," ",
"T32MH115882","Department of Computer Science, University of Toronto.","2024","Kumar, Harsh; Li, Tong; Shi, Jiakai; Musabirov, Ilya; Kornfield, Rachel; Meyerhoff, Jonah; Bhattacharjee, Ananya; Karr, Chris; Nguyen, Theresa; Mohr, David; Rafferty, Anna; Villar, Sofia; Deliu, Nina; Williams, Joseph Jay","United States","2374-3468","21","<a href='https://pubmed.ncbi.nlm.nih.gov/38666291'>Proceedings of the ... AAAI Conference on Artificial Intelligence. AAAI Conference on Artificial Intelligence</a>","Proc AAAI Conf Artif Intell","38","eng","22906-22912","11044947","38666291","2024 Mar 25","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11044947'>Using Adaptive Bandit Experiments to Increase and Investigate Engagement in Mental Health.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38666291&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11044947/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38666291'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11044947/'>Cited By, Google</a>"," ",
"R01MH120794","Department of Neurology, LMU University Hospital, LMU Munich, Munich, Germany.","2024","Levin, Johannes; Baiardi, Simone; Quadalti, Corinne; Rossi, Marcello; Mammana, Angela; Vöglein, Jonathan; Bernhardt, Alexander; Perrin, Richard J; Jucker, Mathias; Preische, Oliver; Hofmann, Anna; Höglinger, Günter U; Cairns, Nigel J; Franklin, Erin E; Chrem, Patricio; Cruchaga, Carlos; Berman, Sarah B; Chhatwal, Jasmeer P; Daniels, Alisha; Day, Gregory S; Ryan, Natalie S; Goate, Alison M; Gordon, Brian A; Huey, Edward D; Ibanez, Laura; Karch, Celeste M; Lee, Jae-Hong; Llibre-Guerra, Jorge; Lopera, Francisco; Masters, Colin L; Morris, John C; Noble, James M; Renton, Alan E; Roh, Jee Hoon; Frosch, Matthew P; Keene, C Dirk; McLean, Catriona; Sanchez-Valle, Raquel; Schofield, Peter R; Supnet-Bell, Charlene; Xiong, Chengjie; Giese, Armin; Hansson, Oskar; Bateman, Randall J; McDade, Eric; Dominantly Inherited Alzheimer Network; Parchi, Piero","United States","1552-5279","6","<a href='https://pubmed.ncbi.nlm.nih.gov/38666355'>Alzheimer's & dementia : the journal of the Alzheimer's Association</a>","Alzheimers Dement","20","eng","4351-4365","11180868","38666355","2024 Jun","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11180868'>α-Synuclein seed amplification assay detects Lewy body co-pathology in autosomal dominant Alzheimer's disease late in the disease course and dependent on Lewy pathology burden.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38666355&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11180868/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38666355'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11180868/'>Cited By, Google</a>"," ",
"K23MH129853","E.P. Bradley Hospital, Riverside RI, USA, Brown University; Department of Psychiatry & Human Behavior, Alpert Medical School of Brown University, Providence RI, USA. Electronic address: Brian_Kavanaugh@Brown.edu.","2024","Kavanaugh, Brian C; Vigne, Megan M; Tirrell, Eric; Luke Acuff, W; Fukuda, Andrew M; Thorpe, Ryan; Sherman, Anna; Jones, Stephanie R; Carpenter, Linda L; Tyrka, Audrey R","United States","1090-2147"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38670050'>Brain and cognition</a>","Brain Cogn","177","eng","106164","11193540","38670050","2024 Jun","Frontoparietal beta event characteristics are associated with early life stress and psychiatric symptoms in adults.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38670050&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11193540/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38670050'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11193540/'>Cited By, Google</a>"," ",
"R01MH133381","Department of Neuroscience, The Scripps Research Institute, La Jolla, San Diego, CA, USA; Neuroscience Graduate Program, University of California, San Diego, La Jolla, San Diego, CA, USA.","2024","Throesch, Benjamin T; Bin Imtiaz, Muhammad Khadeesh; Muñoz-Castañeda, Rodrigo; Sakurai, Masahiro; Hartzell, Andrea L; James, Kiely N; Rodriguez, Alberto R; Martin, Greg; Lippi, Giordano; Kupriyanov, Sergey; Wu, Zhuhao; Osten, Pavel; Izpisua Belmonte, Juan Carlos; Wu, Jun; Baldwin, Kristin K","United States","1097-4172","9","<a href='https://pubmed.ncbi.nlm.nih.gov/38670072'>Cell</a>","Cell","187","eng","2143-2157.e15","11293795","38670072","2024 Apr 25","Functional sensory circuits built from neurons of two species.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38670072&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11293795/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38670072'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11293795/'>Cited By, Google</a>"," ",
"R34MH130562","Department of Neurology, Division of Sleep Medicine, University of Michigan, Ann Arbor, Michigan, USA.","2024","Dunietz, Galit Levi; Tittle, Lucas J; Mumford, Sunni L; O'Brien, Louise M; Baylin, Ana; Schisterman, Enrique F; Chervin, Ronald D; Young, Larry J","England","1479-6805","1","<a href='https://pubmed.ncbi.nlm.nih.gov/38670161'>The Journal of endocrinology</a>","J Endocrinol","262","eng"," ","11404667","38670161","2024 Jul 01","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11404667'>Oxytocin and women's health in midlife.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38670161&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11404667/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38670161'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11404667/'>Cited By, Google</a>"," ",
"T32MH125786","Augmented Cognition Lab, Department of Architecture, Design and Media Technology, Aalborg University, Copenhagen, Denmark.","2024","Dini, Hossein; Bruni, Luis E; Ramsøy, Thomas Z; Calhoun, Vince D; Sendi, Mohammad S E","Netherlands","1872-7697"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/38670348'>International journal of psychophysiology : official journal of the International Organization of Psychophysiology</a>","Int J Psychophysiol","201","eng","112354","11163820","38670348","2024 Jul","The overlap across psychotic disorders: A functional network connectivity analysis.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38670348&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11163820/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38670348'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11163820/'>Cited By, Google</a>"," ",
"ZIAMH002928","Laboratory of Neuropsychology, National Institute of Mental Health, National Institutes of Health, Bethesda, Maryland 20892-4415.","2024","Burk, Diana C; Taswell, Craig; Tang, Hua; Averbeck, Bruno B","United States","1529-2401","24","<a href='https://pubmed.ncbi.nlm.nih.gov/38670805'>The Journal of neuroscience : the official journal of the Society for Neuroscience</a>","J Neurosci","44","eng"," ","11170943","38670805","2024 Jun 12","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11170943'>Computational Mechanisms Underlying Motivation to Earn Symbolic Reinforcers.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38670805&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11170943/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38670805'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11170943/'>Cited By, Google</a>"," ",
"K01MH129572","Vagelos College of Physicians and Surgeons, Columbia University, New York, NY 10032, USA.","2024","Wimer, Gabrielle; Larrea, Maria; Streeter, Josefina; Hassan, Amir; Angulo, Alejandra; Armijos, Andrea; Bonz, Annie; Tol, Wietse A; Greene, M Claire","Switzerland","1660-4601","4","<a href='https://pubmed.ncbi.nlm.nih.gov/38673293'>International journal of environmental research and public health</a>","Int J Environ Res Public Health","21","eng"," ","11049989","38673293","2024 Mar 22","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11049989'>Accessibility and Perceived Impact of a Group Psychosocial Intervention for Women in Ecuador: A Comparative Analysis by Migration Status.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38673293&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11049989/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38673293'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11049989/'>Cited By, Google</a>"," ",
"K23MH130250","Department of Psychiatry, Columbia University Irving Medical Center, New York, NY 10032, USA.","2024","Sevelius, Jae M; Harris, Orlando O; Bowleg, Lisa","Switzerland","1660-4601","4","<a href='https://pubmed.ncbi.nlm.nih.gov/38673414'>International journal of environmental research and public health</a>","Int J Environ Res Public Health","21","eng"," ","11050481","38673414","2024 Apr 19","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11050481'>Intersectional Mentorship in Academic Medicine: A Conceptual Review.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38673414&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11050481/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38673414'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11050481/'>Cited By, Google</a>"," ",
"R01MH128108","Department of Neurosciences, University of California San Diego, San Diego, CA 92093, USA.","2024","Andalibi, Mohammadsobhan Sheikh; Fields, Jerel Adam; Iudicello, Jennifer E; Diaz, Monica M; Tang, Bin; Letendre, Scott L; Ellis, Ronald J","Switzerland","1422-0067","8","<a href='https://pubmed.ncbi.nlm.nih.gov/38673830'>International journal of molecular sciences</a>","Int J Mol Sci","25","eng"," ","11049997","38673830","2024 Apr 11","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11049997'>Elevated Biomarkers of Inflammation and Vascular Dysfunction Are Associated with Distal Sensory Polyneuropathy in People with HIV.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38673830&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11049997/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38673830'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11049997/'>Cited By, Google</a>"," ",
