"Core Project Number","Affiliation","Pub Year","Authors","Country","ISSN","Journal Issue","Journal (Link to PubMed abstract)","Journal Title ABBR","Journal Volume","Language","Page Number","PMC ID","PMID","PUB Date","Title (Link to full-text in PubMed Central)","Related Publications in PubMed","Related Publications in Google Scholar","Articles Citing from PubMed Central","Articles Citing from Google Scholar","Relative Citation Ratio",
"R01MH129694","Department of Psychiatry and Behavioral Sciences (Fonzo, Barksdale, Nemeroff) and Center for Psychedelic Research and Therapy (Fonzo, Nemeroff), University of Texas at Austin Dell Medical School, Austin; Institute for Early Life Adversity Research, University of Texas at Austin, Austin (Fonzo, Nemeroff); Department of Behavioral Health, Walter Reed National Military Medical Center, Bethesda, MD (Wolfgang); Department of Psychiatry, Uniformed Services University of the Health Sciences, Bethesda, MD (Wolfgang); Department of Psychiatry, Yale University School of Medicine, New Haven, CT (Wolfgang, Krystal); Butler Hospital, Department of Psychiatry and Human Behavior, Warren Alpert Medical School, Brown University, Providence, RI (Carpenter); Department of Psychiatry and Behavioral Neurobiology, Heersink School of Medicine, University of Alabama at Birmingham, Birmingham (Kraguljac); Department of Psychiatry and Biobehavioral Sciences, David Geffen School of Medicine, UCLA, Los Angeles (Grzenda); Department of Psychiatry and Behavioral Sciences, Emory University School of Medicine, Atlanta (McDonald); Department of Psychiatry and Behavioral Sciences, University of Minnesota, Minneapolis (Widge); Department of Psychiatry and Behavioral Sciences, Stanford University, Stanford, CA (Rodriguez); Veterans Affairs Palo Alto Health Care System, Palo Alto, CA (Rodriguez).","2025","Fonzo, Gregory A; Wolfgang, Aaron S; Barksdale, Bryan R; Krystal, John H; Carpenter, Linda L; Kraguljac, Nina V; Grzenda, Adrienne; McDonald, William M; Widge, Alik S; Rodriguez, Carolyn I; Nemeroff, Charles B","United States","1535-7228","1","<a href='https://pubmed.ncbi.nlm.nih.gov/39741437'>The American journal of psychiatry</a>","Am J Psychiatry","182","eng","54-78","11694823","39741437","2025 Jan 01","Psilocybin: From Psychiatric Pariah to Perceived Panacea.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39741437&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11694823/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39741437'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11694823/'>Cited By, Google</a>"," ",
"R01MH116228","University of Delaware, Department of Psychological and Brain Sciences.","2025","Huerta, Wendy; Sadeh, Naomi","England","0191-8869"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/39744310'>Personality and individual differences</a>","Pers Individ Dif","233","eng"," ","11687338","39744310","2025 Feb","Depressive Symptoms and Violence Perpetration: Examining the Moderating Influence of Reward Sensitivity and Emotional Reactivity in Community Adults at Elevated Risk for Violent Behavior.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39744310&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11687338/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39744310'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11687338/'>Cited By, Google</a>"," ",
"R34MH132561","Department of Health Policy and Management, College of Public Health, University of Georgia, Athens, Georgia, USA.","2025","Haider, Mohammad Rifat; Karim, Sabrina; Jayawardhana, Jayani; Hansen, Nathan B; Haile, Zelalem T","England","1521-0391","1","<a href='https://pubmed.ncbi.nlm.nih.gov/39342490'>The American journal on addictions</a>","Am J Addict","34","eng","75-84","11673451","39342490","2025 Jan","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11673451'>Association between state-level medical marijuana legalization and marijuana use during pregnancy: A population-based study.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39342490&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11673451/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39342490'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11673451/'>Cited By, Google</a>"," ",
"R01MH135492","Department of Human Development and Family Science, University of Georgia, Athens, GA, USA.","2025","Zhang, Linhao; Oshri, Assaf; Carvalho, Cory; Uddin, Lucina Q; Geier, Charles; Nagata, Jason M; Cummins, Kevin; Hoffman, Elizabeth A; Tomko, Rachel L; Chaarani, Bader; Squeglia, Lindsay M; Wing, David; Mason, Michael J; Fuemmeler, Bernard; Lisdahl, Krista; Tapert, Susan F; Baker, Fiona C; Kiss, Orsolya","United States","1550-9109","1","<a href='https://pubmed.ncbi.nlm.nih.gov/39390801'>Sleep</a>","Sleep","48","eng"," "," ","39390801","2025 Jan 13","Prospective associations between sleep, sensation-seeking, and mature screen usage in early adolescents: findings from the Adolescent Brain Cognitive Development study.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39390801&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Prospective associations between sleep, sensation-seeking, and mature screen usage in early adolescents: findings from the Adolescent Brain Cognitive Development study.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39390801'>Cited By, PMID</a>"," "," ",
"T32MH015442","Department of Psychology, University of Denver, Denver, 2155 South Race Street, Denver, CO 80208-3500, United States; Colorado Department of Public Health and Environment, Denver, Colorado, 4300 Cherry Creek S Dr, Glendale, CO 80246, United States. Electronic address: erhart.andrew@gmail.com.","2025","Erhart, Andrew; Watamura, Sarah; Olsavsky, Aviva K; Dufford, Alexander; Tribble, Rebekah; Yeh, Tom; Kim, Pilyoung","England","1873-3360"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/39413527'>Psychoneuroendocrinology</a>","Psychoneuroendocrinology","171","eng","107207","11724425","39413527","2025 Jan","Maternal cortisol concentration is associated with reduced brain activation to infant cry and more intrusive parenting behavior.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39413527&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11724425/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39413527'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11724425/'>Cited By, Google</a>"," ",
"T32MH096724","College of Social Work, The Ohio State University, Columbus, Ohio, USA.","2025","Boyd, Donte T; Quinn, Camille R; Jones, Kristian V; Waller, Bernadine; Coker, Evelyn Joy; Duprey, Erinn B; Cerulli, Catherine; McCoy, Henrika","England","1943-278X","1","<a href='https://pubmed.ncbi.nlm.nih.gov/38488644'>Suicide & life-threatening behavior</a>","Suicide Life Threat Behav","55","eng","e13072","11401967","38488644","2025 Feb","Building stronger bonds: The impact of family support and communication on suicidal behaviors among Black men who have sex with men.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38488644&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11401967/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38488644'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11401967/'>Cited By, Google</a>"," ",
"U01MH115483","Division of Human Genetics, National Health Laboratory Service and School of Pathology, The University of the Witwatersrand, Johannesburg, South Africa. fahmida.essop@nhls.ac.za.","2025","Essop, Fahmida; Dillon, Bronwyn; Mhlongo, Felicity; Bhengu, Louisa; Naicker, Thirona; Lambie, Lindsay; Smit, Liani; Fieggen, Karen; Lochan, Anneline; Dawson, Jessica; Mpangase, Phelelani; Hauptfleisch, Marc; Scher, Gail; Tabane, Odirile; Immelman, Marelize; Urban, Michael; Krause, Amanda","England","1476-5438","1","<a href='https://pubmed.ncbi.nlm.nih.gov/38824262'>European journal of human genetics : EJHG</a>","Eur J Hum Genet","33","eng","14-23","11711498","38824262","2025 Jan","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11711498'>STAC3 disorder: a common cause of congenital hypotonia in Southern African patients.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38824262&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11711498/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38824262'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11711498/'>Cited By, Google</a>"," ",
"R01MH121410","Department of Epidemiology, Columbia University Mailman School of Public Health, New York, New York. Electronic address: vaj2118@cumc.columbia.edu.","2025","Joseph, Victoria A; Kreski, Noah T; Keyes, Katherine M","Netherlands","1873-2607","1","<a href='https://pubmed.ncbi.nlm.nih.gov/39187052'>American journal of preventive medicine</a>","Am J Prev Med","68","eng","56-65","11663116","39187052","2025 Jan","Externalizing Behaviors/Violence Exposure and Suicide Among U.S. Adolescents.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39187052&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11663116/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39187052'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11663116/'>Cited By, Google</a>"," ",
"U19MH121738","HealthPartners Institute, Minneapolis, MN, USA.","2025","Rossom, Rebecca; Knowlton, Greg; Yeh, Hsueh-Han; Penfold, Robert; Owen-Smith, Ashli; Hooker, Stephanie; Simon, Gregory; Miller-Matero, Lisa; Akinyemi, Esther; Ahmedani, Brian","United States","1552-4523","2","<a href='https://pubmed.ncbi.nlm.nih.gov/39102577'>Journal of applied gerontology : the official journal of the Southern Gerontological Society</a>","J Appl Gerontol","44","eng","337-346","11717635","39102577","2025 Feb","Psychotherapy Engagement Before and After a Rapid Transition to Telehealth During COVID-19 for Older Adults With Dementia.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39102577&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11717635/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39102577'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11717635/'>Cited By, Google</a>"," ",
"K23MH122626","Fralin Biomedical Research Institute at VTC, Virginia Tech, Roanoke, VA, United States of America; Department of Psychology, Virginia Tech, Blacksburg, VA, United States of America.","2025","Bansal, Vansh; McCurry, Katherine L; Lisinski, Jonathan; Kim, Dong-Youl; Goyal, Shivani; Wang, John M; Lee, Jacob; Brown, Vanessa M; LaConte, Stephen M; Casas, Brooks; Chiu, Pearl H","Netherlands","1573-2517"," ","<a href='https://pubmed.ncbi.nlm.nih.gov/39271064'>Journal of affective disorders</a>","J Affect Disord","368","eng","829-837","11573115","39271064","2025 Jan 01","Reinforcement learning processes as forecasters of depression remission.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39271064&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11573115/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39271064'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11573115/'>Cited By, Google</a>"," ",
"P30MH058107","School of Nursing, Bouvé College of Health Sciences, Northeastern University, Boston, MA, USA. m.yoo-jeong@northeastern.edu.","2025","Yoo-Jeong, Moka; Weinstein, Andrea M; Ware, Deanna; Brennan-Ing, Mark; Shoptaw, Steven; Teplin, Linda A; Haberlen, Sabina A; Friedman, M Reuel; Plankey, Michael W","United States","1573-3254","1","<a href='https://pubmed.ncbi.nlm.nih.gov/39285083'>AIDS and behavior</a>","AIDS Behav","29","eng","198-210"," ","39285083","2025 Jan","Associations of Partnership Types and Quality on Cognitive Performance Among Midlife and Older Sexual Minority Men With or Without HIV.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39285083&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Associations of Partnership Types and Quality on Cognitive Performance Among Midlife and Older Sexual Minority Men With or Without HIV.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39285083'>Cited By, PMID</a>"," "," ",
"R01MH052804","School of Chemical Biology and Biotechnology, Peking University Shenzhen Graduate School, Shenzhen, 518055, China.","2025","Qin, Liming; Liu, Zhili; Guo, Sile; Han, Ying; Wang, Xiankun; Ren, Wen; Chen, Jiewen; Zhen, Hefu; Nie, Chao; Xing, Ke-Ke; Chen, Tao; Südhof, Thomas C; Sun, Yuzhe; Zhang, Bo","England","1476-5578","1","<a href='https://pubmed.ncbi.nlm.nih.gov/39003414'>Molecular psychiatry</a>","Mol Psychiatry","30","eng","84-96","11649564","39003414","2025 Jan","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11649564'>Astrocytic Neuroligin-3 influences gene expression and social behavior, but is dispensable for synapse number.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39003414&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11649564/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39003414'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11649564/'>Cited By, Google</a>"," ",
"R37MH076136","Department of Psychological and Brain Sciences, Dartmouth College, Hanover, NH, United States.","2025","Dehghani, Amin; Bango, Carmen; Murphy, Ethan K; Halter, Ryan J; Wager, Tor D","United States","1872-6623","1","<a href='https://pubmed.ncbi.nlm.nih.gov/39167466'>Pain</a>","Pain","166","eng","87-98","11649493","39167466","2025 Jan 01","Independent effects of transcranial direct current stimulation and social influence on pain.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39167466&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11649493/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39167466'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11649493/'>Cited By, Google</a>"," ",
"R01MH125667","Vanderbilt University, Nashville, TN, USA.","2025","Perkins, Jessica M; Nyakato, Viola; Kakuhikire, Bernard; Sriken, Julie; Schember, Cassandra O; Baguma, Charles; Namara, Elizabeth B; Ahereza, Phionah; Ninsiima, Immaculate; Comfort, Alison B; Audet, Carolyn M; Tsai, Alexander C","United States","1552-6518","3-4","<a href='https://pubmed.ncbi.nlm.nih.gov/38842209'>Journal of interpersonal violence</a>","J Interpers Violence","40","eng","803-827","11657416","38842209","2025 Feb","Misperception of Norms About Intimate Partner Violence as a Driver of Personal IPV Attitudes and Perpetration: A Population-Based Study of Men in Rural Uganda.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38842209&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11657416/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38842209'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11657416/'>Cited By, Google</a>"," ",
"R25MH136652","Center for Social Epidemiology and Population Health, Department of Epidemiology, University of Michigan School of Public Health, Ann Arbor, Michigan. Electronic address: lilyjj@umich.edu.","2025","Johns, Lily; Mezuk, Briana","Netherlands","1873-2607","1","<a href='https://pubmed.ncbi.nlm.nih.gov/39179182'>American journal of preventive medicine</a>","Am J Prev Med","68","eng","210-214","11663088","39179182","2025 Jan","Patients as Consumers: Reflections on the FDA's New Rule on Direct-to-Consumer Advertising.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39179182&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11663088/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39179182'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11663088/'>Cited By, Google</a>"," ",
"R01MH128198","Center for Social Epidemiology and Population Health, Department of Epidemiology, University of Michigan School of Public Health, Ann Arbor, Michigan. Electronic address: lilyjj@umich.edu.","2025","Johns, Lily; Mezuk, Briana","Netherlands","1873-2607","1","<a href='https://pubmed.ncbi.nlm.nih.gov/39179182'>American journal of preventive medicine</a>","Am J Prev Med","68","eng","210-214","11663088","39179182","2025 Jan","Patients as Consumers: Reflections on the FDA's New Rule on Direct-to-Consumer Advertising.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39179182&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11663088/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39179182'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11663088/'>Cited By, Google</a>"," ",
"R01MH126027","Institute for Biochemistry and Biophysics, Friedrich Schiller University, Jena, Germany.","2025","Stein, Gregor; Aly, Janine S; Manzolillo, Annamaria; Lange, Lisa; Riege, Konstantin; Hussain, Iqra; Heller, Elisabeth A; Cubillos, Susana; Ernst, Thomas; Hübner, Christian A; Turecki, Gustavo; Hoffmann, Steve; Engmann, Olivia","United States","1873-2402","1","<a href='https://pubmed.ncbi.nlm.nih.gov/39029777'>Biological psychiatry</a>","Biol Psychiatry","97","eng","54-63","11608149","39029777","2025 Jan 01","Transthyretin Orchestrates Vitamin B12-Induced Stress Resilience.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39029777&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11608149/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39029777'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11608149/'>Cited By, Google</a>"," ",
"R01MH117012","Department of Psychiatry and Behavioral Sciences, Vanderbilt University Medical Center, Nashville, Tennessee. Electronic address: heather.b.ward@vumc.org.","2025","Ward, Heather Burrell; Beermann, Adam; Xie, Jing; Yildiz, Gulcan; Felix, Karlos Manzanarez; Addington, Jean; Bearden, Carrie E; Cadenhead, Kristin; Cannon, Tyrone D; Cornblatt, Barbara; Keshavan, Matcheri; Mathalon, Daniel; Perkins, Diana O; Seidman, Larry; Stone, William S; Tsuang, Ming T; Walker, Elaine F; Woods, Scott; Coleman, Michael J; Bouix, Sylvain; Holt, Daphne J; Öngür, Dost; Breier, Alan; Shenton, Martha E; Heckers, Stephan; Halko, Mark A; Lewandowski, Kathryn E; Brady Jr, Roscoe O","United States","1873-2402","2","<a href='https://pubmed.ncbi.nlm.nih.gov/39032726'>Biological psychiatry</a>","Biol Psychiatry","97","eng","139-147","11634655","39032726","2025 Jan 15","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11634655'>Robust Brain Correlates of Cognitive Performance in Psychosis and Its Prodrome.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39032726&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11634655/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39032726'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11634655/'>Cited By, Google</a>"," ",
